Username,rawTweet,hashtags,mentions,fromUser
__VaderTG,"Quien lidera a esta estructura criminal es el señor JUAN PLABLO MUÑOZ (chaleco negro) 
—quien trabaja para la Fundación Myrna Mack, hasta el momento llevan más de 50 tachas en contra de varios profesionales que NO son afines a su ideología política. 👇🏼 https://t.co/59u2nG6iD5",,,
luchopo81993102,@AleMarro1991 @ramonzamora89 @orellanafredy1 @PGNguatemala @StateDept @OJGuatemala @BArevalodeLeon @alegutierrezv @KimyOrion @QuiqueGodoy @JodyReporta @J_AlexValdez @KarinHerreraVP Basura solo eso pudiste encontrar el hijo de puta del puerco informa me amenazo muerte  que quería que me torturan y tanta kaka y lo sigo esperando yo tengo mis wevos para no lamerle el qlo a estás basura jajaja https://t.co/CfD3zcZSVh,,"AleMarro1991, ramonzamora89, orellanafredy1, PGNguatemala, StateDept, OJGuatemala, BArevalodeLeon, alegutierrezv, KimyOrion, QuiqueGodoy, JodyReporta, J_AlexValdez, KarinHerreraVP",
MarlonZank89095,@Cris0b @AbueloDeSiete @BArevalodeLeon Hijo de quién es?,,"Cris0b, AbueloDeSiete, BArevalodeLeon",
eracarrillo2638,@ElQueNews @BArevalodeLeon @FJimenezmingob Puede sustentar su afirmacion con datos? Porque si no sustenta su comentario no es mas que especulacion...,,"ElQueNews, BArevalodeLeon, FJimenezmingob",
luchopo81993102,"@AleMarro1991 @ramonzamora89 @orellanafredy1 @PGNguatemala @StateDept @OJGuatemala @BArevalodeLeon @alegutierrezv @KimyOrion @QuiqueGodoy @JodyReporta @J_AlexValdez @KarinHerreraVP Jajaja jajaja jajaja jaja por lo menos yo te digo cuando querras te digo dónde estoy y nos volamos verga 
No como vos HDP defiendo estás basuras https://t.co/6WKcWmuRnE",,"AleMarro1991, ramonzamora89, orellanafredy1, PGNguatemala, StateDept, OJGuatemala, BArevalodeLeon, alegutierrezv, KimyOrion, QuiqueGodoy, JodyReporta, J_AlexValdez, KarinHerreraVP",
luisenlo28,@royalvaradogt @BArevalodeLeon Carnal se van a llevar a tu abuelo Giamattei a visitar Disney,,"royalvaradogt, BArevalodeLeon",
ClaudiaYan8074,@mildred_gaitan @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Maldito vendepatrias https://t.co/poP8dJQy4k,,"mildred_gaitan, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
ClaudiaYan8074,"@TUMguate @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Maldito , hace sho vos https://t.co/H5RhWm9D5L",,"TUMguate, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
Xibalba2424,"@Moccachokolata @BArevalodeLeon @GuatemalaGob @MagaGuatemala Éso lo hizo Berger o me equivoco 🤔, está mal construída.",,"Moccachokolata, BArevalodeLeon, GuatemalaGob, MagaGuatemala",
ClaudiaYan8074,"@Oswaldonacho @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Siiiii, esto es solo repetir imbécil ???? https://t.co/Z6Loa37aX1",,"Oswaldonacho, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
ClaudiaYan8074,"@NinnetteV63981 @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Maldita vendepatrias,  les parece esto un juego ????? https://t.co/tKd875RYU0",,"NinnetteV63981, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
WilsonReal89,@BArevalodeLeon Todos los digitadores del ministerio de salud sin computadoras están agradecidos,,BArevalodeLeon,
ClaudiaYan8074,@Antulioavm @VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Quien pts le impide trabajar  ??? https://t.co/yyZHVRgKfc,,"Antulioavm, VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
votipp,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Una zurda comunista, atea, progre y resentida social. Gentuza igual que su familia china.",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
ClaudiaYan8074,"@VicenteCarrera_ @GeorgyErchila @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Ni uno solo , imbéciles vendepatrias https://t.co/ibgsKHJizY",,"VicenteCarrera_, GeorgyErchila, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
WilsonReal89,@jczamora @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman Lavadores,,"jczamora, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman",
ClaudiaYan8074,"@VicenteCarrera_ @Sandra_JovelP @UCLCGt @mingobguate @FJimenezmingob @GuatemalaGob @BArevalodeLeon Malditos, todavía preguntan https://t.co/aMViX2IDXO",,"VicenteCarrera_, Sandra_JovelP, UCLCGt, mingobguate, FJimenezmingob, GuatemalaGob, BArevalodeLeon",
votipp,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon La china zurda resentida.,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
AlfredoMar20434,@C_SMaldonado @el_pais @BArevalodeLeon Corrupcion está en el gobierno en la justicia  emptesarios en todos lados,,"C_SMaldonado, el_pais, BArevalodeLeon",
ElmerLandazuri7,"@DaviidVx @ElQueNews @BArevalodeLeon @FJimenezmingob Vos sos un pinche weko, tu opinión no cuenta.

🥸",,"DaviidVx, ElQueNews, BArevalodeLeon, FJimenezmingob",
Dupin07,"Se me ocurre que @BArevalodeLeon para la inauguración de un #chorrodeagua en Toto, no debiera asistir nadie del gob central, sino unos 2 o 3 rep. de los #48cantones y el gobernador si es que fue bien escogido. 

#puebloygobiernoUnidos por una mejor Guate!

Qué piensa la Mara?","chorrodeagua, 48cantones, puebloygobiernoUnidos",BArevalodeLeon,
Atelier_Refrain,@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Con el respeto para la difunta: no se puede decir que haya sido un faro de ética si usaba y portaba el dichoso pañuelito morado.,,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
Mascanej,"@guate_opina @BArevalodeLeon Supongo que tantas afirmaciones deben de tener fuentes fuertes, imagino que audios, imágenes, vídeos.
Creo que un medio de noticias como el suyo debería de mantener su objetividad y no responder a intereses políticos o personales, ¿No es así?",,"guate_opina, BArevalodeLeon",
Rigobertoperezb,"@UbaldoMacu @CC_Guatemala Ya @BArevalodeLeon le va del norte que pase con esto , de verdad es difícil creer que van a ganar la partida de ajedrez ♟️",,"UbaldoMacu, CC_Guatemala, BArevalodeLeon",
sOfii_aguilar,@ElQueNews @BArevalodeLeon @FJimenezmingob 🙄🙄 vayan a exigir al MP. La cabeza al mando no fue elegida en este gobierno,,"ElQueNews, BArevalodeLeon, FJimenezmingob",
GusDiazFigueroa,@C_SMaldonado @el_pais @BArevalodeLeon @elpais_espana ??? jajajajaja el chiste se cuenta solo jajajajah,,"C_SMaldonado, el_pais, BArevalodeLeon, elpais_espana",
alvarado66gt,A @BArevalodeLeon le gusta evidenciar sus delitos en público. Es el colmo su descaro.,,BArevalodeLeon,ChairoHater502
alejand09098718,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon No bloquean pero bien que se quejan cuando uno le dice sus verdades o no los alaban pero bien que en un ratito aparecen como 10 nets o bots dandole likes a mis comentarios aquí hay señor en serio ni es eso cumplen con lo ofrecido,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
jesusmor__,"@KarinHerreraVP @ViceGuatemala @GuatemalaGob @BArevalodeLeon Apoyará a semilla con su firma desde el.mas allá,  ocupará una plaza de digitador como fantasma, se llevo su finiquito a la tumba 🤣",,"KarinHerreraVP, ViceGuatemala, GuatemalaGob, BArevalodeLeon",
mihumarju1,"@C_SMaldonado @el_pais @BArevalodeLeon Corrupción??? Estos primaverales del partido suspendido por juez competente, dijeron quítense de ahi porque voy tan rapido como me dejen; ya qué no alcanza el tiempo. https://t.co/fyLEjOBOna",,"C_SMaldonado, el_pais, BArevalodeLeon",
ladyjustice85,"1. Transporte público eficiente, seguro y barato
2. Seguro obligatorio para todos los vehículos
3. Control de emisión de gases
4. Prohibición de importar carros chocados

Hagan algo contra el tráfico!!!

@GuatemalaGob @BArevalodeLeon @muniguate",,"GuatemalaGob, BArevalodeLeon, muniguate",
alejand09098718,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon las pocas veces que se ven ahora,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
alejand09098718,"@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Hoy pase hace como 1 hora x cantina con 10-59 4calle 10av z11 Roosevelt y llena de motoristas, taxistas y jugadores tomando algunos hasta desnudandose en plena calle y otros orinandose a lo descarado un escandalo y la PNC a 4 cuadras tomandose su cafecito donde pasan todo el día",,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
alejand09098718,@FJimenezmingob @mingobguate @PNCdeGuatemala @DTransitoPNC @_SPGuatemala @DiariodeCA @AGN_noticias @Radio_TGW @GuatemalaGob @BArevalodeLeon Anoche pase como a las 11pm la ultima vez por cantina con 10-59 4calle 10av z11 Roosevelt y seguian los bolos tomando y la cantina/tienda vendiendoles por la ventana era un escandalo y la policia de hecho parqueada casi enfrente con las luces calladitos lujo no,,"FJimenezmingob, mingobguate, PNCdeGuatemala, DTransitoPNC, _SPGuatemala, DiariodeCA, AGN_noticias, Radio_TGW, GuatemalaGob, BArevalodeLeon",
Wachicoler14688,@BArevalodeLeon Y fumando Marihuana,,BArevalodeLeon,
guadalupe2020,@marvgcaceres @diaco_gt @GuatemalaGob @viniciogutierr3 @BArevalodeLeon @soy_502 @EmisorasUnidas @JLFont001 @SATGT @samuel_pz @lahoragt @PublinewsGT @Lared1061 Hay que demandarlos. El gasto que implica y ellos cada vez más ricos. Hagamos viral esta situación #nocompresenPuma,nocompresenPuma,"marvgcaceres, diaco_gt, GuatemalaGob, viniciogutierr3, BArevalodeLeon, soy_502, EmisorasUnidas, JLFont001, SATGT, samuel_pz, lahoragt, PublinewsGT, Lared1061",
fercastillo0902,"@ronyveliz692 @BArevalodeLeon @vozdeltuit Ese coyolon incapaz ya nació denigrando, no me representación un títere de presidente que llego por imposición de la injerencia extranjera.",,"ronyveliz692, BArevalodeLeon, vozdeltuit",
Nabucod91213966,"@cparedes2302 @BArevalodeLeon ""imagen de martir""??
por lo visto no tenés ni la mas remota idea de lo que es un martir...
y en que nos están ""manipulando"" con querer ponerle su nombre a un hospital?",,"cparedes2302, BArevalodeLeon",
KikeGt2023,@guate_opina @BArevalodeLeon @RaulFalla31 @__VaderTG @RMendezRuiz PRESO O PROFUGO,,"guate_opina, BArevalodeLeon, RaulFalla31, __VaderTG, RMendezRuiz",
QuiqueMena3,"@UbaldoMacu @MPguatemala A esa mara debemos de sacarla con el ejército, faltan huevos del tío @BArevalodeLeon",,"UbaldoMacu, MPguatemala, BArevalodeLeon",
Nabucod91213966,"@BuenafeIlse @BArevalodeLeon un poco de comprensión lectora no caería mal...
el dijo: ""donarse"", no dijo donar...

... cuando se está acostumbrado a escuchar hablar a políticos con poco acervo cultural e iletrados, se mal acostumbra a la gente a interpretar mal lo que se escucha y lee...",,"BuenafeIlse, BArevalodeLeon",
Domingo2325943,@BArevalodeLeon Y celebrar también  lis millones  que invirtió  para multiplicar  a los netcenteros  a tu favor. SE FUE SIN PAGAR ....LA FACTURA,,BArevalodeLeon,
dosisincompleta,@GersonGudielCas @BArevalodeLeon Es Cine .🚬 https://t.co/2Aa2WpQvmb,,"GersonGudielCas, BArevalodeLeon",
danzarinus,"@C_SMaldonado @el_pais @BArevalodeLeon El corrupto mejor pagado de America que amplio el presupuesto para robar mas, que vive como monarca en su palacio comprando carnes finas, sabanas de seda, piscinas climatizadas, con fotógrafos personales de $4000 y la ex esposa ganando $14000 hablando de corrupción. Cínico!",,"C_SMaldonado, el_pais, BArevalodeLeon",
KikeGt2023,@BArevalodeLeon @KarinHerreraVP @__VaderTG @ElenaMotta_ @RaulFalla31 @RMendezRuiz @aldodavila_gt @samuel_pz @BancadaSemilla PERO USTEDES QUERIENDOCE DAR UN AUMENTO DE SUELDO MIENTRAS EL PUEBLO COME MIERDA MUERE DE HAMBRE SIN EMPLEOS DIGNIS TIENE QUE VER COMO SOBREVIVE. CORRUTPOS https://t.co/b5B2K0vS0m,,"BArevalodeLeon, KarinHerreraVP, __VaderTG, ElenaMotta_, RaulFalla31, RMendezRuiz, aldodavila_gt, samuel_pz, BancadaSemilla",
wamado04,"@ElQueNews @BArevalodeLeon @FJimenezmingob Ahora solo salen diciendo que es culpa de todos los ladrones anteriores, los ladrones actuales jamás tienen la culpa",,"ElQueNews, BArevalodeLeon, FJimenezmingob",
Cesar012015,@jczamora @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman Nadie duda que el corrupto juez Orellana miente y lo tienen bien pagado el grupo de corruptos y ladrones de la fiscal actual y el gobierno anterior,,"jczamora, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman",
ChocolateeCurls,"@mingobguate @BArevalodeLeon @KarinHerreraVP ahora resulta q tenemos q tomarles, que quieran callarnos? Pues no hijos de puta…aquí no solo lo q uds dicen es la ultima verdad, q patéticos tener q recurrir a callar las voces de oposición xq sienten miedo. Que asco de desgobierno😒",,"mingobguate, BArevalodeLeon, KarinHerreraVP",RRobertoVillate
RRobertoVillate,"“¿¡HECHA LA LEY, HECHA LA TRAMPA en el ACUERDO 214-2024 del MINISTERIO DE GOBERNACIÓN ⁉️👮‍♂️👮‍♂️ https://t.co/1Dj6hK9nxW",,,
royalvaradogt,Arévalo es una bomba de tiempo.  O revienta él o reventamos los Guatemaltecos.  Imposible evitar los daños que provocará el estallido.  @BArevalodeLeon 💥,,BArevalodeLeon,
IAmThePilgrimGT,"@DaviidVx @ElQueNews @BArevalodeLeon @FJimenezmingob Es que no es un medio.
Es una cuenta mugre del netcenter que tienen de comunicador lo que la vieja puta del MP tiene de doctora en derecho.",,"DaviidVx, ElQueNews, BArevalodeLeon, FJimenezmingob",
Elemasurf,"@marvgcaceres @diaco_gt @GuatemalaGob @viniciogutierr3 @BArevalodeLeon @soy_502 @EmisorasUnidas @JLFont001 @SATGT @samuel_pz @lahoragt @PublinewsGT @Lared1061 Hubieras ido de otra forma a llenar una galón y a grabar como estaba saliendo la gasolina, así es difícil demostrar y para entonces ya la Puma arregló su cagadal y solo vos saliste perjudicado",,"marvgcaceres, diaco_gt, GuatemalaGob, viniciogutierr3, BArevalodeLeon, soy_502, EmisorasUnidas, JLFont001, SATGT, samuel_pz, lahoragt, PublinewsGT, Lared1061",
ElrevoltijoGT,"@AdolfoF92932835 @jczamora @orellanafredy1 @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman @MPguatemala Vaya fafero HDP, ya te la cantaron, delincuente!",,"AdolfoF92932835, jczamora, orellanafredy1, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman, MPguatemala",
WEDoMonter,"@C_SMaldonado @el_pais @BArevalodeLeon En la justicia, en los ministerios, en la presidencia, y así…..",,"C_SMaldonado, el_pais, BArevalodeLeon",
Dupin07,"@QuiqueGodoy @BArevalodeLeon Por favor: LIMITA TUS VIAJES AL EXTRANJERO¡¡.

SE MAS ESTRATEGICO Y MENOS EGOCENTRICO¡ 

Te doy un ejemplo: #PepeMujica. punto¡",PepeMujica,"QuiqueGodoy, BArevalodeLeon",
ChocolateeCurls,"@BArevalodeLeon VAYA VOS HIPÓCRITA!!!!! Vende patrias, maldito🖕🏼🖕🏼🖕🏼🖕🏼 nos quejábamos de los anteriores y resultaste ser la peor rata, la más corrupta de los corruptos, q ahora lidera al PACTO DE CORRUPTOS de la vieja política! ASCO TOTAL, queremos y exigimos su RENUNCIA Arevago.",,BArevalodeLeon,ChairoHater502
ChairoHater502,Vean como esas ratas semilleras aplaudían como focas cuando el fraudulento Bernardo Arévalo decía que bajaría el salario de todos los funcionarios jajaja https://t.co/S1o2227nUe,,,
JavierR07772901,@lahoragt Y entonces @BArevalodeLeon ?,,"lahoragt, BArevalodeLeon",
Dupin07,"@QuiqueGodoy @BArevalodeLeon Tu gob no es solo tuyo, es de todos los funcionarios que te acompañan.

Quedaté en tu escritorio PENSANDO en otro proyecto PARA GUATE, EN VEZ DE viajar al occidente para inaugurar un #chorrodeagua. El pueblo debe ganar mas con esa accion. #yaNoEresCandidato¡","chorrodeagua, yaNoEresCandidato","QuiqueGodoy, BArevalodeLeon",
LuisGarciaEstr5,@PEdgar05 @BArevalodeLeon Ese Armando también fue cónsul o vice cónsul en España con Jimmy Morales,,"PEdgar05, BArevalodeLeon",
MinfinGT,"Los CODEDES deberán invertir sus fondos públicos en proyectos de agua, saneamiento, drenajes, educación, salud, infraestructura vial y productiva📚🛣️🚰.

#Presupuesto2025 
#UnPresupuestoParaLaPoblación
#MinfinSaleAdelante
#GuatemalaSaleAdelante 
@jmenkos @BArevalodeLeon @GuatemalaGob","Presupuesto2025, UnPresupuestoParaLaPoblación, MinfinSaleAdelante, GuatemalaSaleAdelante","jmenkos, BArevalodeLeon",
dr_yuri_melini,@GersonGudielCas @BArevalodeLeon 💯,,"GersonGudielCas, BArevalodeLeon",
Dupin07,"@QuiqueGodoy Los #corruptosenpacto pierden fuerza en cada logro de los actos honestos y éticos de un nuevo gobierno... Todo lo contrario pasará si SE SIGUEN CON LOS MISMOS VICIOS IMPLEMENTADOS POR ELLOS ... 

El pueblo NOTARÁ que se trata de los MISMOS ...

@BArevalodeLeon",corruptosenpacto,"QuiqueGodoy, BArevalodeLeon",
Segeplan,"🧵 El presidente @BArevalodeLeon encabeza la cuarta reunión ordinaria del #CONADUR junto al secretario de Planificación, Carlos Mendoza, y el secretario de Coordinación Ejecutiva, Víctor Hugo Godoy.

✅ En la asamblea, SEGEPLAN indicó que el #SNIPGT registra 2,446 proyectos aprobados, lo cual representa una inversión de Q.3,363.5 millones.","CONADUR, SNIPGT",BArevalodeLeon,
RodenasMarina,"@C_SMaldonado @el_pais @BArevalodeLeon si, y ahora él es parte de la corrupción.  Consiguió con berrinche la ampliación presupuestaria.  Han pasado 8 meses solo quejándose y lloriqueando como niño.",,"C_SMaldonado, el_pais, BArevalodeLeon",
LapiceroBicRojo,@AbueloDeSiete @BArevalodeLeon Cuero el hijo de cien mil putas @ArmandoLeonGt. ¿Será que todos los libertarios son iguales? Hablan mierdas y  hacen y nunca han dejado de hacer eso que tanto critican 🤦.,,"AbueloDeSiete, BArevalodeLeon, ArmandoLeonGt",
SA_Gunnison,@RonActual @SecBlinken @BArevalodeLeon https://t.co/O1D7VGov4o,,"RonActual, SecBlinken, BArevalodeLeon",
ElrevoltijoGT,"@C_SMaldonado @el_pais @BArevalodeLeon Cómo se atreve este cínico a señalar a un enemigo político y no conveniente a sus intereses a dar éstas declaraciones?
Hasta donde GUATEMALA soportará el descaro?
Ésto ya no puede seguir así.
@BArevalodeLeon 
@KarinHerreraVP 
@BancadaSemilla 
@MPguatemala",,"C_SMaldonado, el_pais, BArevalodeLeon, BArevalodeLeon, KarinHerreraVP, BancadaSemilla, MPguatemala",
ElrevoltijoGT,"Cómo se atreve este cínico a señalar a un enemigo político y no conveniente a sus intereses a dar éstas declaraciones?
Hasta donde GUATEMALA soportará el descaro?
Ésto ya no puede seguir así.
@BArevalodeLeon 
@KarinHerreraVP 
@BancadaSemilla 
@MPguatemala",,"BArevalodeLeon, KarinHerreraVP, BancadaSemilla, MPguatemala",C_SMaldonado
C_SMaldonado,La entrevista para @el_pais con el presidente de Guatemala @BArevalodeLeon https://t.co/13kx5h3LkP,,"el_pais, BArevalodeLeon",
animaldgalaccia,"Este es un GRAN ERROR de @DTransitoPNC, @mingobguate y @FJimenezmingob.

¿Por qué no SOLUCIONAN LA FALTA de transporte público antes de comenzar con medidas coercitivas?

¿Creen que usamos taxis piratas porque no nos gusta usar buses? ¡NO HAY BUSES! 😡

Cc: @BArevalodeLeon",,"DTransitoPNC, mingobguate, FJimenezmingob, BArevalodeLeon",DTransitoPNC
DTransitoPNC,"¡Evita sanciones drásticas!

🚨🚫Las multas por transportar pasajeros de manera ilegal pueden llegar hasta Q100 mil. https://t.co/9Bl8crtSsQ",,,
AGN_noticias,"#NacionalesAGN | El presidente 
@BArevalodeLeon, enfrenta un panorama político complicado, pero a pesar de ello, su convicción democrática lo motivó a tomar la decisión de recibir a 135 presos políticos nicaragüenses.

🖊 @LincyRodriguezg

Los detalles
https://t.co/etFPBN4Egm",NacionalesAGN,"BArevalodeLeon, LincyRodriguezg",
mas_raul,@UbaldoMacu @BArevalodeLeon Este maje quiere ser ministro también jaja arrastrado,,"UbaldoMacu, BArevalodeLeon",
Xinit17687372,"@PCampoll Aló, @BancadaSemilla -ex bancada- @BArevalodeLeon https://t.co/mJxJBC45AI",,"PCampoll, BancadaSemilla, BArevalodeLeon",
AsteguietaLuis,@C_SMaldonado @el_pais @BArevalodeLeon https://t.co/MJ5Ua4Exzk,,"C_SMaldonado, el_pais, BArevalodeLeon",
cristianvaldez5,Hasta @evoespueblo estás haciendo lo que @BArevalodeLeon y sus @MinfinGT (@jmenkos) y @marnguate deberían estar haciendo planificando para el próximo verano y no esperar los vergueos (@raulbarreragt esto es más prioritario que los salarios más altos),,"evoespueblo, BArevalodeLeon, MinfinGT, jmenkos, marnguate, raulbarreragt",evoespueblo
evoespueblo,"Es importante que el Estado compre un avión para sofocar los incendios que todos los años se registran en el país. Hay que demandar la ayuda internacional para conseguir recursos económicos, a los mismos organismos que defienden el medio ambiente y a los países responsables de haber dañado la Madre Tierra. Lamentablemente, esto será permanente, todos los años y las lluvias recién llegan a mediados de noviembre. Debemos estar preparados para los próximos años, es urgente comprar esa aeronave.",,,
voyporguate,@ElQueNews @BArevalodeLeon @FJimenezmingob La vieja escuela intentando engañar… https://t.co/oCThyAp2lP,,"ElQueNews, BArevalodeLeon, FJimenezmingob",
ClaudiaLuna1064,@BArevalodeLeon Perdón?? Ya no estamos en campaña,,BArevalodeLeon,
Germanzzo,"@ronyveliz692 @BArevalodeLeon @vozdeltuit @ronyveliz692 no había leído ningún comentario tan mamón y marrullero. Yo voté por ellos, pero estoy más arrepentido que nunca. No soy golpista, menos corrupto. Solo uso mi sentido común.",,"ronyveliz692, BArevalodeLeon, vozdeltuit, ronyveliz692",
Dimix738835,"@C_SMaldonado @el_pais @BArevalodeLeon El inepto corrupto hablando de corrupción con una prensa fafera, el chiste dominical🤡🤡🤡🤡🤡",,"C_SMaldonado, el_pais, BArevalodeLeon",
Marc0rtiz,@DaviidVx @ElQueNews @BArevalodeLeon @FJimenezmingob Eso dice mucho de la desinformación de este medio al servicio de los golpistas.,,"DaviidVx, ElQueNews, BArevalodeLeon, FJimenezmingob",
PepeCuevas73,"@BArevalodeLeon Que barbaridad NO dejó un solo legado, más que 1mil operadores contratados en el ministerios e salud, sin conoutadoras 💩💩💩🌱🌱

Que gran legado pero ala CORRUPCIÓN 🤷🏻‍♂️

ÍDOLOS de barro que con la primera lluvia desaparecen !!",,BArevalodeLeon,
_Newsgt,"Así amenaza la chinola concha de la impunidad a los magistrados de la @CC_Guatemala. El podrido @MPguatemala tendrá colmillos mientras las cortes no tengan los suficientes huevos para hacer algo. 
Ojo @CongresoGuate, @mingobguate @GuatemalaGob @BArevalodeLeon",,"CC_Guatemala, MPguatemala, CongresoGuate, mingobguate, GuatemalaGob, BArevalodeLeon",__VaderTG
__VaderTG,"El magistrado Rony Eulalio López, alias Monedero, fue el único que votó en contra de la Dra. Consuelo Porras 
—mordiste la mano que te dio de comer por muchos años, gran 0te.

El Karma NO puede ser burlado, NO se le pasa nada.  😏

@MPguatemala 
@CC_Guatemala https://t.co/9iaRaY1BQA",,"MPguatemala, CC_Guatemala",
Marc0rtiz,@ElQueNews @BArevalodeLeon @FJimenezmingob Las extorsiones del MP sí han aumentado.,,"ElQueNews, BArevalodeLeon, FJimenezmingob",
PepeCuevas73,"@jczamora @orellanafredy1 @PrensaComunitar @lahoragt @PlazaPublicaGT @cmendeza @JLFont001 @mmendoza_GT @MarielosMonzon @BArevalodeLeon @OJGuatemala @PacoGoldman Cuidado te puya el ojo !! Mentir fue lo que hizo tu primo, gerente y abogado para justificar LAVADO de DINERO de José Rubén Zamora Marroquin 💩💩💩🌱🌱

Todos aceptaron delitos y están libres en casa, fácil tu padre la tiene, ACEPTAR LAVADO DE DINERO, multa de Q300mil y a casa 🤷🏻‍♂️ https://t.co/7uAaua714W",,"jczamora, orellanafredy1, PrensaComunitar, lahoragt, PlazaPublicaGT, cmendeza, JLFont001, mmendoza_GT, MarielosMonzon, BArevalodeLeon, OJGuatemala, PacoGoldman",
MynorAroldopab1,@PrensaComunitar Y que pasó acá @BArevalodeLeon,,"PrensaComunitar, BArevalodeLeon",
jcarlos223020,"@CsarDaroDaz @BArevalodeLeon No tiene nada q ver, es la voluntad política, Argentina es más grande de q México y están en franca recuperación económica, México ERA potencia económica y va en retroceso, arevalo sólo show fotitos con indígenas, eso en q mierda ayuda en la seguridad, NO HAY VOLUNTAD EN AREVALO",,"CsarDaroDaz, BArevalodeLeon",
PepeCuevas73,"@Almagro_OEA2015 Basta de comunicados 💩💩💩🌱🌱

Agarre un avión y aterriza en Caracas !! 🤷🏻‍♂️

Desde su escritorio en NY, no logrará nada, solo más de lo mismo !!

Haga exacto lo que hizo a GUATE, llego y presiono por nombrar a @BArevalodeLeon aunque vio las actas, firmas y DPI’s falsos  todos !!",,"Almagro_OEA2015, BArevalodeLeon",
