Username,rawTweet,hashtags,mentions,fromUser
Llviz_40,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Osea en las cárceles que administra Bernardo con su ministro Jiménez estás diciendo que torturan a una persona solo por haber lavado dinero 😱,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
SteadhamStevie,@ChocolateeCurls @UbaldoMacu @BArevalodeLeon Jajajajajaja imbécil en 4 años elegís a pineda y serás feliz hdp 🖕🏼,,"ChocolateeCurls, UbaldoMacu, BArevalodeLeon",
JRC19782001,"@BArevalodeLeon Un gran legado que muchos ahora hacen mal uso de lo que con amor construyó 
Por ejemplo el IGSS. Lástima el tipo de gente que hay ahora y que su hijo por ser amigos de ellos no hace nada",,BArevalodeLeon,
ElrevoltijoGT,"Pero ahora a pagar los elotes!
Los votontos y los que le ayudaron tendrán dolores de parto.
#ChuchoTriste
@BancadaSemilla 
@BArevalodeLeon 
@KarinHerreraVP 
@TSEGuatemala 
@BlancaAlfaroPC",ChuchoTriste,"BancadaSemilla, BArevalodeLeon, KarinHerreraVP, TSEGuatemala, BlancaAlfaroPC",LecterGT_
LecterGT_,"El TSE jugó para el bando equivocado y ahora Irma Palencia se arrepiente por el fraude electoral cometido para investir a un candidato que NUNCA debió haber llegar a la presidencia.

https://t.co/q3GbRisOQl",,,
estefanny95292,"@GersonGudielCas @BArevalodeLeon No habia nada bueno. Todos eran corruptos y saquesores, ubieramos tenido otro gobiernos triplecorrupto. Lo peor es que los delincuentes políticos corruptos siguen libres y la sociedad no exige justicia",,"GersonGudielCas, BArevalodeLeon",
florbellasoy,"@BArevalodeLeon El camino no es fácil, tenemos el pacto de corruptos incrustados en estado a muchos, usted siga adelante y lo apoyamos y seguiremos apoyando",,BArevalodeLeon,
SalQuevedo,@vichoguate @FJimenezmingob  otro dato para tu estadística @PNCdeGuatemala  @BArevalodeFake @BArevalodeLeon   INUTILES,,"vichoguate, FJimenezmingob, PNCdeGuatemala, BArevalodeFake, BArevalodeLeon",
antipoliticogt,@soy_502 Ojalá que chucho triste @BArevalodeLeon  haga algo jajajaja y por cierto en la quemazón de ese hogar el nacochonte del @Nery_RamosR no hizo nada solo aventó a sus gatos,,"soy_502, BArevalodeLeon, Nery_RamosR",
Willie_Figueroa,"@BArevalodeLeon Pero pues cómo que si robo un montón y le hizo daño al pueblo en nombre y al servicio de injerencias extranjeras, no?…",,BArevalodeLeon,
Gustavo2101gua,@BArevalodeLeon Y vos vas a vivir como el hijo culero que se cago en su reputación,,BArevalodeLeon,
MunecaNice46950,"@BArevalodeLeon Apoyo total a Nuestro Presidente Dr. Bernardo Arevalo De León, digno hijo del Gran  Presidente Juan José Arevalo Bermejo!!💕💯💯💪💪🙏🙏",,BArevalodeLeon,
SalQuevedo,@BArevalodeLeon Y vos naciste en Uruguay bchomero gringo @EUDeportes,,"BArevalodeLeon, EUDeportes",
Eddryu1,@__VaderTG @BArevalodeLeon Ya llegó el ijuelagran puta...,,"__VaderTG, BArevalodeLeon",
gamaliel_matheu,@BArevalodeLeon https://t.co/PRGHMd6i78,,BArevalodeLeon,
SW_JRH96,"@VicGarciaDice @BArevalodeLeon Cero argumentos en contra; cero lógica, solo insulto. Buenas practicas- menos mal son de izquierda y promueven la tolerancia haha",,"VicGarciaDice, BArevalodeLeon",
ChiltepeGT,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Puchica, los Chuchos del Central se despertaron tanto les duele?",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Meme_punisher,"Muy errado este fanático. Simplemente @santipalomov debió decir la verdad: @BArevalodeLeon y su casera @chatagira se estaban fumando un churro en una escuela, nada del otro mundo. 😄💅🐷",,"santipalomov, BArevalodeLeon, chatagira",__JoViDi__
__JoViDi__,"Miwate de la gente que ve mal ejemplo a la niñez, en dos adultos fumando en un area y tiempo libre.
Pero acepto al presi que se cogia a su vice en el despacho.
Del otro presi cocainomano, borracho y pedófilo.
O del gay enclosetado que andaba con el novio hueviando a manos llenas.",,,
VioletW1998,"@GersonGudielCas @BArevalodeLeon SANDRA: La continuación de las mismas prácticas de Giammattei, con riesgo de que se perpetue en el poder la señora
Conde: El peor escenario donde el Partido Vamos haría lo que quisiera a sus anchas 

Son los peores escenarios hasta ahora.",,"GersonGudielCas, BArevalodeLeon",
ChiltepeGT,"@GarciaDanilo63 @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Palomo es lo que es porque tiene que hacerlo con gente bruta y con N Center como usted entonces si bruto es lo que ustedes necesitan brutos pero es la única manera en que pueden entender. A propósito gracias Danilo Por descubrirse!!!

⭐️ ahí le m mando una estrellita uno menos",,"GarciaDanilo63, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
MarioFEscobarC,"@BArevalodeLeon Mi abuelo, amigo de tu padre. Por él ordenó la construcción de la primera escuela Tipo Federación en Palencia",,BArevalodeLeon,
MattaLizandro,@BArevalodeLeon https://t.co/sDy8MIeswt,,BArevalodeLeon,
ChiltepeGT,"@yoguatex @UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon @Ashley_Monzon Estuar, gracias gracias por darnos el link para la inepta y de una vez borramos a 2 a usted por pendejo y a la otra Por pues Por ni modo porque qué otra no le da, no le da!!!",,"yoguatex, UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, Ashley_Monzon",
julioantoniooli,@UbaldoMacu @santipalomov @BArevalodeLeon Está pobre tonta es una ignorante al servicio del pacto,,"UbaldoMacu, santipalomov, BArevalodeLeon",
chancholoono17,"Buena columna, una realidad nefasta que se ha incrementado por las políticas de @BArevalodeLeon y la inacción de la @PNCdeGuatemala por instrucciones de @FJimenezmingob en las diligencias autorizadas por juez.",,"BArevalodeLeon, PNCdeGuatemala, FJimenezmingob",TVGTNoticias
TVGTNoticias,"#Opinion | La usurpación de tierras bajo el pretexto de justicia social ha distorsionado el concepto de propiedad privada.
https://t.co/TEMobmR0a6",Opinion,,
GuaBoomerang,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon En serio? Bochornosa la actitud de @santipalomov al no responder una pregunta válida. El video existe y nuestros impuestos pagan el sueldo de los funcionarios públicos, por lo que merecemos respuestas ante cualquier duda",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, santipalomov",
chapindecorazo2,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Una periodista que no se deja amedrentar y que piensa distinto, pero bueno ahora una más a todos los adjetivos de quienes no pensamos igual y pz de los creadores de “pacto de corruptos” “Golpistas” y “no informados” llega ahora “Netcenters”",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
DelioGabbie,@VicGarciaDice @BArevalodeLeon Que iluso de verdad...,,"VicGarciaDice, BArevalodeLeon",
carlitosamiel,"@BArevalodeLeon Violador del código de  Nüremberg, cobarde y vendido.. encima padre de un huevón bueno para nada como vos, incapaz de ganar una elección y usurpando un puesto del que no sabes nada, aumentando presupuestos y viajero frecuente, nada q agradecer a Sífilis..",,BArevalodeLeon,
Manu02220,@PrensaComunitar Destitución inmediata hay que ordenar al @SrMindefGT ir por ella y secuaces. De una vez! No hay que esperar más. Acciones por favor. @GuatemalaGob @BArevalodeLeon @mingobguate @PNCdeGuatemala,,"PrensaComunitar, SrMindefGT, GuatemalaGob, BArevalodeLeon, mingobguate, PNCdeGuatemala",
yoguatex,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Señor Ubaldo es una lastima tener en Guate una mente tan pobre o tan podrida como la suya y seguir defendiendo he idolatrando a una persona inepta.
Gracias @Ashley_Monzon por ser la voz del pueblo 👏🏻💯",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, Ashley_Monzon",
Dr_Frankesteln,@BArevalodeLeon https://t.co/QlADtLnWsi,,BArevalodeLeon,
AlvaradoAnaite,@UbaldoMacu @BArevalodeLeon @GuatemalaGob Miguelito construyó esos. Descarados🤡,,"UbaldoMacu, BArevalodeLeon, GuatemalaGob",
MarcoPe93440047,"@VicGarciaDice @SW_JRH96 @BArevalodeLeon La gran uta, te cagaste a la par del Rodri",,"VicGarciaDice, SW_JRH96, BArevalodeLeon",
OlgaDiaz70157,@VicGarciaDice @BArevalodeLeon Idiota totalmente,,"VicGarciaDice, BArevalodeLeon",
Lorenalien_,"@WalteHermosilla @BArevalodeLeon Si, la educación cada vez va en decadencia. Regresen el Magisterio Primaria 🌻",,"WalteHermosilla, BArevalodeLeon",
rov2310,"@GersonGudielCas @BArevalodeLeon Los netcenteros querían a la araña fea y al conde Drácula Pa seguir con chamba …que en un par de años se quedan sin chance , cuando salga la abuela del mp",,"GersonGudielCas, BArevalodeLeon",
OlgaDiaz70157,@JADieguez84 @BArevalodeLeon Coman mierda,,"JADieguez84, BArevalodeLeon",
OlgaDiaz70157,@BArevalodeLeon NOS VALE VERGA,,BArevalodeLeon,
GarciaDanilo63,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Jajaja palomo fue un perfecto abusivo e indolente, obvio es trasnochado, además un perfecto irrespetuoso q ahora perdió el piso aún más",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
CancinosPedro,@BArevalodeLeon No nos desepcione.... apenas la pasamos con nuestros salarios y tantos problemas que hay...,,BArevalodeLeon,
MarvinBMerida1,"@BArevalodeLeon Gracias a él usted creció de puro huevonote, mamando del Estado, viajando y haciendo nada…",,BArevalodeLeon,
Carusso100,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon jajaja son patéticos y PENDEJOS jaja,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
pollosdb,@CVabelli98791 @drewzecena @BArevalodeLeon 2 seguidores... Te iba a argumentar pero no mereces más mi atención,,"CVabelli98791, drewzecena, BArevalodeLeon",
krupp31416,"@VicGarciaDice Es el populismo este corrupto necesita de eso para deviar la atención de su €stupid€z verdad @BArevalodeLeon  y por lo menos pagaste tu entrada o entraste como el parasito que sos.
@VicGar",,"VicGarciaDice, BArevalodeLeon, vicgar",
Zh1end77,"@BArevalodeLeon Llegaría un semillero a profanar la imagen de un muerto para beneficio personal? Increíble jajaja y peor aún que patético de su parte vivir se los logros de alguien más, maldito fracasado",,BArevalodeLeon,
aacf73,"@BArevalodeLeon Buena foto.
Históricamente no se había visto que el padre y el hijo fueran buenos presidentes, que lucharán para hacer la diferencia.

Necesitamos que acabe con el #PactoDeCorruptos.",PactoDeCorruptos,BArevalodeLeon,
Marco310367,"@BArevalodeLeon Que seguramente hoy se revuelca en el averno solo de ver la clase de hijueputa que engendro, quizá piensa que mejor debiste haber sido una paja como dice mechito",,BArevalodeLeon,
SempeChris48694,@BArevalodeLeon Historico Señor Presidente,,BArevalodeLeon,
Maza110VAC,"@vichoguate Y como dicen los señores @FJimenezmingob y @BArevalodeLeon es solo percepción la delincuencia, el ciudadano no debería ser un número a causa de la delincuencia, una muerte es una muerte, la vida de un ser humano no debe ser parte de una estadística, jamás!!",,"vichoguate, FJimenezmingob, BArevalodeLeon",
delaguila21,"@UbaldoMacu @BArevalodeLeon El problema es no explicar. Por ejemplo, en tu trabajo podrías fumar un puro de mariguana al salir de una reunión? Pregunta seria. A eso es lo que esperaría que se refiera esta chava",,"UbaldoMacu, BArevalodeLeon",
martifus,@__VaderTG @BArevalodeLeon chucho mariguano apersogado.,,"__VaderTG, BArevalodeLeon",
superman1982gt,@GersonGudielCas @BArevalodeLeon Lo mismo he preguntado a todos los que atacan al presidente y ninguno me contesta... uno que otro tuvo el descaro de decir que con zury y otro par que con sandra estaríamos mejor...,,"GersonGudielCas, BArevalodeLeon",
TRCHIEF7,@BArevalodeLeon Que verguenza debe sentir su Padre. Ahora ud le lame el culo a los Gringos. que huevos.,,BArevalodeLeon,
acatato,"@daccabrera @BArevalodeLeon @msemillagt Jaja a giamstei le preguntaban de sobreprecio de vacunas, de las licencias mineras?, y ahora presidente por que fuma y por que toma ? 😂🤣😂 https://t.co/j6NUtPl2Ps",,"daccabrera, BArevalodeLeon, msemillagt",
Chofogts,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon @__VaderTG @RaulFalla31 @RMendezRuiz HIPÓCRITA Y NO SOY NETCENTER DE NADIE PERO DETESTO ALA.GENTE MENTIROSA FALSA HE HIPOCRITA DIJISTE MANTENDRIAN LA AUTOPISTA Y ESTA HECHA MIERDA YA ESTAMOS ARTOS DE TANTAS MENTIRAS POCO A POCO IRAN SALIENDO LAS PERSONAS QUE HICIERON EL FAUDE Y ESPERO TODOS VAYAN PRESOS PARASITOS,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, __VaderTG, RaulFalla31, RMendezRuiz",
estuardovalle83,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Creo que fue todo lo contrario un patán irresponsable igual que el chucho triste que no le gustan las preguntas incómodas la política no es miel sobre hojuelas por eso cuando es imagen pública tienen que cuidar,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
eyre_jeane,"@sharongt8 @BArevalodeLeon @mingobguate Más bien al legislativo, con la ley de competencia",,"sharongt8, BArevalodeLeon, mingobguate",
GutiGu1979,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Una pregunta con educación, no hace mal a un periodista. Ustedes semilleros se han vuelto un bola  de engreídos que creen que nada se les puede cuestionar. Cómo digo cuando se pregunta con educación y respeto no hay nada de malo",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
joselitosky,"@IamIsaMendoza @VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon La promoción LGBT NO la comparto , pero el resto está sentando las bases no es fácil por la corrupción y las limitaciones que tiene ya que con un MP en contra cualquier cosa lo quieren procesar junto a los ministros , con la seguridad veo más acciones que los anteriores 💩qhabían",,"IamIsaMendoza, VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",
tgamboa1104,"@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Pero si lo que se le preguntó es cierto,  yo voy el vídeo,  de que se enojan....esos tiktokeros ya no la hacen",,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",
delaguila21,"@GersonGudielCas @BArevalodeLeon Ese es un pretexto, este gobierno ha sido lento en responder. Espero como guatemalteco que paga impuestos, que todos los días sale a trabajar que el 2do año sea mejor ya que este ya está perdido.",,"GersonGudielCas, BArevalodeLeon",
Marco310367,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Faltan 20 años,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
Marco310367,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Llamas maestro a un hijueputa que utiliza su posición para ofender a una mujer? Que hijueputa sos, imagino tenes salario del estado o sos otro delincuente huyendo en estados unidos, basura de hijueputa",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
Chofogts,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon @__VaderTG @RaulFalla31 @RMendezRuiz o SEA SI YO PIENSO DIFERENTE A SEMILLA SOY TERRORISTA SOY NETCENTER SOY DELINCUENTE SOY DE TODO? NO HAY LIBERTAD DE EXPRESION? VOS AREVALO DIJISTE UN FUTURO SIN CAXIF Y LUEGO MINTIERON DIJISTE BAJAREMOS SUELDOS Y AHORA PIDEN AUMENTO. MENTIROSO,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, __VaderTG, RaulFalla31, RMendezRuiz",
juanchapilandia,"@GersonGudielCas @BArevalodeLeon El asunto es que no lo han dejado gobernar, y ciertamente talvez no llena todas las expectativas, pero significa el inicio de un cambio y esa es la razón de apoyarlo para no permitir que los corruptos golpistas sigan saqueando el país a su sabor y antojó",,"GersonGudielCas, BArevalodeLeon",
martifus,"@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Pedir fafa para falsear, callar o tergiversar noticias no será que eso si es de lesa humanidad.

Viola flagrantemente el derecho humano a la verdad.",,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",
Marco310367,@GersonGudielCas @BArevalodeLeon Cualquiera es y será mejor que ese animal que impuso USA ahí en el palacio se puede poner un cuadrupedo y estaríamos mejor,,"GersonGudielCas, BArevalodeLeon",
VicGarciaDice,@SW_JRH96 @BArevalodeLeon Rojo tenés el hoyo.,,"SW_JRH96, BArevalodeLeon",
extasisvgames,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Es decir , todo aque el que no opine como el gobierno actual, es ¡net Center¡ 🤔",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
RLornazana,@__VaderTG A este cerote @BArevalodeLeon no se le da una,,"__VaderTG, BArevalodeLeon",
ErickAnleu4,@BArevalodeLeon Lástima que la familia como núcleo familiar ya no está en sus planes ya que usted apoya Toda la agenda LGBT+M....,,BArevalodeLeon,
pajarit92336502,"@GersonGudielCas @BArevalodeLeon Deberias hacer esa encuesya antes de la primera vuelta, si quieres un dia antes y sorpresa que te llevaràs, ùltimo lugar Ba.",,"GersonGudielCas, BArevalodeLeon",
michideflores,@EliMarios_ @GersonGudielCas @BArevalodeLeon Suscribo al 100%,,"EliMarios_, GersonGudielCas, BArevalodeLeon",
josejorgemonroy,@maestro_roshi_3 @BArevalodeLeon @volker_turk @OACNUDH Y dónde están las pruebas?,,"maestro_roshi_3, BArevalodeLeon, volker_turk, OACNUDH",
wlps502,@VicenteCarrera_ @BArevalodeLeon @chatagira @UCLCGt @CNCguatemala @GuatemalaGob La NetCenter de @AztecaNoticiaGT debería replicar ¿porqué  el @MPguatemala NO AVANZA EN LA INVESTIGACIÓN B410?,,"VicenteCarrera_, BArevalodeLeon, chatagira, UCLCGt, CNCguatemala, GuatemalaGob, AztecaNoticiaGT, MPguatemala",
AldanaV52139161,"@manuelcevans @GuatemalaGob @BArevalodeLeon @FelixSinExcusas RENUNCIEN malditos ineptos...
Malparidos delincuentes, se cagaron en Guatemala. https://t.co/KBOjYqklXn",,"manuelcevans, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",
SW_JRH96,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Se criticaba que Giammatei era abusivo en responder preguntas y que eso delimitaba la libertad de prensa. Ahora se aplaude que un funcionario publico (que por ley debe de responder a cualquier pregunta por más estupida que sea) no responda.,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",
michideflores,"@Quetzaluman @GersonGudielCas @BArevalodeLeon El voto nulo no tiene peso legal a no ser que hubiese superado el 50% + 1 igual no es la solución, mientras los candidatos sigan siendo los mismos de siempre.",,"Quetzaluman, GersonGudielCas, BArevalodeLeon",
PFacticos,@EmisorasUnidas @BArevalodeLeon Que patético.,,"EmisorasUnidas, BArevalodeLeon",
OP_OcultoMejor,"@UbaldoMacu @santipalomov @BArevalodeLeon Saber quién será el casero q de edecán las sube a “periodistas” en canal donde están las caceras de los golpistas, capaz hasta anda con Alan Rodríguez. Esas no ven el físico solo la plata",,"UbaldoMacu, santipalomov, BArevalodeLeon",
edwinvfuentes,@GersonGudielCas @BArevalodeLeon Con la vieja estuvieramos mejor corrupta pero con caracter y trabajadora este es hueco y arangan,,"GersonGudielCas, BArevalodeLeon",
dorazul1,@BArevalodeLeon https://t.co/tSlRCMSWU8,,BArevalodeLeon,
wlps502,@sharongt8 @BArevalodeLeon @mingobguate Urge la #LeyDeCompetencia @CongresoGuate @Nery_RamosR @NeryRodas,LeyDeCompetencia,"sharongt8, BArevalodeLeon, mingobguate, CongresoGuate, Nery_RamosR, NeryRodas",
