Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
joselitosky,"@IamIsaMendoza @VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon La promoción LGBT NO la comparto , pero el resto está sentando las bases no es fácil por la corrupción y las limitaciones que tiene ya que con un MP en contra cualquier cosa lo quieren procesar junto a los ministros , con la seguridad veo más acciones que los anteriores 💩qhabían",,"IamIsaMendoza, VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,iamisamendoza vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon promoción lgbt comparto resto sentando bases fácil corrupción limitaciones mp cualquier cosa quieren procesar junto ministros seguridad veo acciones anteriores qhabían,💩,1
tgamboa1104,"@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Pero si lo que se le preguntó es cierto,  yo voy el vídeo,  de que se enojan....esos tiktokeros ya no la hacen",,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",,ubaldomacu barevalodeleon santipalomov mpguatemala si preguntó cierto voy vídeo enojan tiktokeros hacen,,0
delaguila21,"@GersonGudielCas @BArevalodeLeon Ese es un pretexto, este gobierno ha sido lento en responder. Espero como guatemalteco que paga impuestos, que todos los días sale a trabajar que el 2do año sea mejor ya que este ya está perdido.",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon pretexto gobierno sido lento responder espero guatemalteco paga impuestos días sale trabajar año mejor perdido,,0
Marco310367,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Faltan 20 años,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna faltan años,,0
Marco310367,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Llamas maestro a un hijueputa que utiliza su posición para ofender a una mujer? Que hijueputa sos, imagino tenes salario del estado o sos otro delincuente huyendo en estados unidos, basura de hijueputa",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon llamas maestro hijueputa utiliza posición ofender mujer hijueputa sos imagino tenes salario sos delincuente huyendo unidos basura hijueputa,,0
Chofogts,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon @__VaderTG @RaulFalla31 @RMendezRuiz o SEA SI YO PIENSO DIFERENTE A SEMILLA SOY TERRORISTA SOY NETCENTER SOY DELINCUENTE SOY DE TODO? NO HAY LIBERTAD DE EXPRESION? VOS AREVALO DIJISTE UN FUTURO SIN CAXIF Y LUEGO MINTIERON DIJISTE BAJAREMOS SUELDOS Y AHORA PIDEN AUMENTO. MENTIROSO,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, __VaderTG, RaulFalla31, RMendezRuiz",,ubaldomacu mpguatemala santipalomov barevalodeleon vadertg rmendezruiz si pienso diferente semilla terrorista netcenter delincuente libertad expresion vos arevalo dijiste futuro caxif luego mintieron dijiste bajaremos sueldos ahora piden aumento mentiroso,,0
juanchapilandia,"@GersonGudielCas @BArevalodeLeon El asunto es que no lo han dejado gobernar, y ciertamente talvez no llena todas las expectativas, pero significa el inicio de un cambio y esa es la razón de apoyarlo para no permitir que los corruptos golpistas sigan saqueando el país a su sabor y antojó",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon asunto dejado gobernar ciertamente talvez llena todas expectativas significa inicio cambio razón apoyarlo permitir corruptos golpistas sigan saqueando país sabor antojó,,0
martifus,"@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Pedir fafa para falsear, callar o tergiversar noticias no será que eso si es de lesa humanidad.

Viola flagrantemente el derecho humano a la verdad.",,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna pedir fafa falsear callar tergiversar noticias si lesa humanidad viola flagrantemente derecho humano verdad,,0
Marco310367,@GersonGudielCas @BArevalodeLeon Cualquiera es y será mejor que ese animal que impuso USA ahí en el palacio se puede poner un cuadrupedo y estaríamos mejor,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon cualquiera mejor animal impuso usa ahí palacio puede poner cuadrupedo mejor,,0
VicGarciaDice,@SW_JRH96 @BArevalodeLeon Rojo tenés el hoyo.,,"SW_JRH96, BArevalodeLeon",,sw barevalodeleon rojo tenés hoyo,,0
extasisvgames,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Es decir , todo aque el que no opine como el gobierno actual, es ¡net Center¡ 🤔",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon decir aque opine gobierno actual net center,🤔,1
RLornazana,@__VaderTG A este cerote @BArevalodeLeon no se le da una,,"__VaderTG, BArevalodeLeon",,vadertg cerote barevalodeleon da,,0
ErickAnleu4,@BArevalodeLeon Lástima que la familia como núcleo familiar ya no está en sus planes ya que usted apoya Toda la agenda LGBT+M....,,BArevalodeLeon,,barevalodeleon lástima familia núcleo familiar planes usted apoya toda agenda lgbt m,,0
pajarit92336502,"@GersonGudielCas @BArevalodeLeon Deberias hacer esa encuesya antes de la primera vuelta, si quieres un dia antes y sorpresa que te llevaràs, ùltimo lugar Ba.",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon deberias hacer encuesya primera vuelta si quieres dia sorpresa llevar s ltimo lugar ba,,0
michideflores,@EliMarios_ @GersonGudielCas @BArevalodeLeon Suscribo al 100%,,"EliMarios_, GersonGudielCas, BArevalodeLeon",,elimarios gersongudielcas barevalodeleon suscribo,,0
josejorgemonroy,@maestro_roshi_3 @BArevalodeLeon @volker_turk @OACNUDH Y dónde están las pruebas?,,"maestro_roshi_3, BArevalodeLeon, volker_turk, OACNUDH",,maestro roshi barevalodeleon volker turk oacnudh dónde pruebas,,0
wlps502,@VicenteCarrera_ @BArevalodeLeon @chatagira @UCLCGt @CNCguatemala @GuatemalaGob La NetCenter de @AztecaNoticiaGT debería replicar ¿porqué  el @MPguatemala NO AVANZA EN LA INVESTIGACIÓN B410?,,"VicenteCarrera_, BArevalodeLeon, chatagira, UCLCGt, CNCguatemala, GuatemalaGob, AztecaNoticiaGT, MPguatemala",,vicentecarrera barevalodeleon chatagira uclcgt cncguatemala guatemalagob netcenter aztecanoticiagt debería replicar porqué mpguatemala avanza investigación,,0
AldanaV52139161,"@manuelcevans @GuatemalaGob @BArevalodeLeon @FelixSinExcusas RENUNCIEN malditos ineptos...
Malparidos delincuentes, se cagaron en Guatemala. https://t.co/KBOjYqklXn",,"manuelcevans, GuatemalaGob, BArevalodeLeon, FelixSinExcusas",,manuelcevans guatemalagob barevalodeleon felixsinexcusas renuncien malditos ineptos malparidos delincuentes cagaron guatemala,,0
SW_JRH96,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Se criticaba que Giammatei era abusivo en responder preguntas y que eso delimitaba la libertad de prensa. Ahora se aplaude que un funcionario publico (que por ley debe de responder a cualquier pregunta por más estupida que sea) no responda.,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon criticaba giammatei abusivo responder preguntas delimitaba libertad prensa ahora aplaude funcionario publico ley debe responder cualquier pregunta estupida responda,,0
michideflores,"@Quetzaluman @GersonGudielCas @BArevalodeLeon El voto nulo no tiene peso legal a no ser que hubiese superado el 50% + 1 igual no es la solución, mientras los candidatos sigan siendo los mismos de siempre.",,"Quetzaluman, GersonGudielCas, BArevalodeLeon",,quetzaluman gersongudielcas barevalodeleon voto nulo peso legal ser superado igual solución mientras candidatos sigan siendo mismos siempre,,0
PFacticos,@EmisorasUnidas @BArevalodeLeon Que patético.,,"EmisorasUnidas, BArevalodeLeon",,emisorasunidas barevalodeleon patético,,0
OP_OcultoMejor,"@UbaldoMacu @santipalomov @BArevalodeLeon Saber quién será el casero q de edecán las sube a “periodistas” en canal donde están las caceras de los golpistas, capaz hasta anda con Alan Rodríguez. Esas no ven el físico solo la plata",,"UbaldoMacu, santipalomov, BArevalodeLeon",,ubaldomacu santipalomov barevalodeleon saber quién casero q edecán sube periodistas canal caceras golpistas capaz anda alan rodríguez ven físico solo plata,,0
edwinvfuentes,@GersonGudielCas @BArevalodeLeon Con la vieja estuvieramos mejor corrupta pero con caracter y trabajadora este es hueco y arangan,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon vieja estuvieramos mejor corrupta caracter trabajadora hueco arangan,,0
wlps502,@sharongt8 @BArevalodeLeon @mingobguate Urge la #LeyDeCompetencia @CongresoGuate @Nery_RamosR @NeryRodas,LeyDeCompetencia,"sharongt8, BArevalodeLeon, mingobguate, CongresoGuate, Nery_RamosR, NeryRodas",,barevalodeleon mingobguate urge leydecompetencia congresoguate nery ramosr neryrodas,,0
83fdfc7bd4554fa,@maestro_roshi_3 @BArevalodeLeon @volker_turk @OACNUDH Sufre nena,,"maestro_roshi_3, BArevalodeLeon, volker_turk, OACNUDH",,maestro roshi barevalodeleon volker turk oacnudh sufre nena,,0
leal1_marta,"@MyEyes_AdoredU Si @BArevalodeLeon no fuera presidente el héroe Director de la @SATGT ya estuviera en el exilio o no se hubiera atrevido a denunciar solo de imaginar el riesgo, ya que en juego estaban muchos millones. Y el robo descarado hubiera seguido con la misma estructura.",,"MyEyes_AdoredU, BArevalodeLeon, SATGT",,myeyes adoredu si barevalodeleon presidente héroe director satgt exilio atrevido denunciar solo imaginar riesgo juego millones robo descarado seguido misma estructura,,0
CuteLizbethB,"@BArevalodeLeon Foto más fea, para eso se le pagan Q30mil a un fotógrafo que asco!!!",,BArevalodeLeon,,barevalodeleon foto fea pagan fotógrafo asco,,0
RLornazana,@GuatemalaGob Cero planes solo improvisación que huevos @BArevalodeLeon @FelixSinExcusas,,"GuatemalaGob, BArevalodeLeon, FelixSinExcusas",,guatemalagob cero planes solo improvisación huevos barevalodeleon felixsinexcusas,,0
Ryas071,@GuatemalaGob @BArevalodeLeon Wajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajjajajajajajajajajajajajajajajajajaja,,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon wajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajjajajajajajajajajajajajajajajajajaja,,0
CQuevedo1313,"@UbaldoMacu @santipalomov @BArevalodeLeon Eso pasa cuando las suben de periodistas ""el amante"" de inteligencia tienen cero.",,"UbaldoMacu, santipalomov, BArevalodeLeon",,ubaldomacu santipalomov barevalodeleon pasa suben periodistas amante inteligencia cero,,0
BillyC2023,@ChairoHater502 Gracias al gentil patrocinio de @BArevalodeLeon. https://t.co/BWpMlq937f,,"ChairoHater502, BArevalodeLeon",,gracias gentil patrocinio barevalodeleon,,0
julioperez20211,@BArevalodeLeon Tu padre Mister Gonorrea y Sífilis 🤬,,BArevalodeLeon,,barevalodeleon padre mister gonorrea sífilis,🤬,1
SW_JRH96,@VicGarciaDice @BArevalodeLeon Que comentario tan rojo haha dudo que una administración plagada de corrupción maneje mejor los recursos que la iniciativa privada.,,"VicGarciaDice, BArevalodeLeon",,vicgarciadice barevalodeleon comentario tan rojo haha dudo administración plagada corrupción maneje mejor recursos iniciativa privada,,0
malumbresfran,@__VaderTG @BArevalodeLeon Tenía que salir esta MIERDA. CHOLERO HDPTA!! #Yesmierda,Yesmierda,"__VaderTG, BArevalodeLeon",,vadertg barevalodeleon salir mierda cholero hdpta yesmierda,,0
Julio86377099,"@BArevalodeLeon Mis respetos hacia su papá, mis respetos hacia usted, espero que dentro de algún tiempo usted también sea recordado en nuestros corazones.",,BArevalodeLeon,,barevalodeleon respetos hacia papá respetos hacia usted espero dentro algún tiempo usted recordado corazones,,0
OSCARDE13742758,"@BArevalodeLeon Un digno hijo de la Patria, en su memoria paguen la cuota patronal del Igss. Gracias",,BArevalodeLeon,,barevalodeleon digno hijo patria memoria paguen cuota patronal igss gracias,,0
hugocid2,"@suchiniluis @BArevalodeLeon Estos puestos se entregan, con mobiliario y equipo, además medicinas y el personal ya esta asignado y capacitado para su funcionamiento por parte de CRECER SANO",,"suchiniluis, BArevalodeLeon",,suchiniluis barevalodeleon puestos entregan mobiliario equipo además medicinas personal asignado capacitado funcionamiento parte crecer sano,,0
malumbresfran,@BArevalodeLeon Sigo confiando que usted también va a dejar un buen legado a los Guatemaltecos qué anhelamos una mejor Guatemala.,,BArevalodeLeon,,barevalodeleon sigo confiando usted va dejar buen legado guatemaltecos anhelamos mejor guatemala,,0
L00kingParadise,@BArevalodeLeon @MinexGt 😯,,"BArevalodeLeon, MinexGt",,barevalodeleon minexgt,😯,1
KingPower2k,@BArevalodeLeon Fue el que permitió a los gringos practicar con sífilis en campesinos guatemaltecos?,,BArevalodeLeon,,barevalodeleon permitió gringos practicar sífilis campesinos guatemaltecos,,0
SGLiss1,@HaniaSieraDavid @VicenteCarrera_ @BArevalodeLeon @chatagira @UCLCGt @CNCguatemala @GuatemalaGob Era darle alas a las malas intenciones.,,"HaniaSieraDavid, VicenteCarrera_, BArevalodeLeon, chatagira, UCLCGt, CNCguatemala, GuatemalaGob",,haniasieradavid vicentecarrera barevalodeleon chatagira uclcgt cncguatemala guatemalagob darle alas malas intenciones,,0
de_don61347,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Hace años que no existen periodistas en Guatemala.
¿A qué responsabilidad te referís?",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon hace años existen periodistas guatemala responsabilidad referís,,0
nemesisgt3,"@BArevalodeLeon A estas alturas de la vida, ya hubiera negado cualquier parentesco, luego de ver un gobierno impuesto, lleno de incapaces, corruptos, huevones.",,BArevalodeLeon,,barevalodeleon alturas vida negado cualquier parentesco luego ver gobierno impuesto lleno incapaces corruptos huevones,,0
arthur1949asd,"@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Paciencia, vamos a ver de aquí a un año, yo vote por semilla y ya no aguanto más tanta incapacidad, corrupcion, quejas y lloriqueos, estamos a las vísperas del gobierno más timorato de la historia, el más incompetente. Y están los que aún confían en los resultados de tik tok.",,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon paciencia vamos ver aquí año vote semilla aguanto tanta incapacidad corrupcion quejas lloriqueos vísperas gobierno timorato historia incompetente aún confían resultados tik tok,,0
michideflores,"@GersonGudielCas @BArevalodeLeon Los únicos que estarían mejor son obviamente los mismos de siempre o quienes se beneficiaban directamente del Estado, mismos que ahora rebuznan con cualquier clase de despropósito por haber perdido de alguna manera su estilo de vida.",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon únicos mejor obviamente mismos siempre beneficiaban directamente mismos ahora rebuznan cualquier clase despropósito haber perdido alguna manera estilo vida,,0
hugocid2,@BArevalodeLeon Son puestos ejecutados por Crecer Sano al servicio de las poblaciones más ne necesitadas del MSPAS,,BArevalodeLeon,,barevalodeleon puestos ejecutados crecer sano servicio poblaciones ne necesitadas mspas,,0
danzarinus,@GuatemalaGob @BArevalodeLeon Pero si este salió peor que el Yama gay,,"GuatemalaGob, BArevalodeLeon",,guatemalagob barevalodeleon si salió peor yama gay,,0
Armandoapalmam,@BArevalodeLeon Ni las burradas de semilla e ineptitud del hijo borrarán el legado de Arèvalo padre.,,BArevalodeLeon,,barevalodeleon burradas semilla ineptitud hijo borrarán legado ar valo padre,,0
cuz_kuckling,@WalteHermosilla @BArevalodeLeon Y dejémonos de pajas...!,,"WalteHermosilla, BArevalodeLeon",,waltehermosilla barevalodeleon dejémonos pajas,,0
RagnarLogbroc,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon @AztecaGuate confirmado son una porquería,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, AztecaGuate",,ubaldomacu mpguatemala santipalomov barevalodeleon aztecaguate confirmado porquería,,0
Meme_punisher,Que vergüenza los defensores de @BArevalodeLeon 💅🐷😄,,BArevalodeLeon,__JoViDi__,vergüenza defensores barevalodeleon,💅 🐷 😄,3
__JoViDi__,"Quien es la “periodista”, que quiere hacer noticia, de dos personas fumándo un cigarrillo, en un momento claramente personal a juzgar por la vestimenta y el lugar donde se tomó la foto?

Que vergüenza para los periodistas serios, tener este nivel de colegas en su gremio 🤦‍♂️",,,,periodista quiere hacer noticia dos personas fumándo cigarrillo momento claramente personal juzgar vestimenta lugar tomó foto vergüenza periodistas serios tener nivel colegas gremio,🤦‍♂️,1
cesa71183,"@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Chepe el lavador vive en condiciones magníficas en una casa llamada Cárcel, 🤡🤡🤡",,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna chepe lavador vive condiciones magníficas casa llamada cárcel,🤡 🤡 🤡,3
claritadeleon,"@BArevalodeLeon La mejor forma de honrar la memoria de su padre, es que haga un buen gobierno y deje su propio legado.",,BArevalodeLeon,,barevalodeleon mejor forma honrar memoria padre haga buen gobierno deje propio legado,,0
Acolindres123,@maestro_roshi_3 @BArevalodeLeon @volker_turk @OACNUDH 🤥,,"maestro_roshi_3, BArevalodeLeon, volker_turk, OACNUDH",,maestro roshi barevalodeleon volker turk oacnudh,🤥,1
fremovixi76,"@GersonGudielCas @BArevalodeLeon En la primera vuelta vote por un señor que no recuerdo el nombre pero que fue catedrático en Colombia y tenía buen plan de gobierno. Pero como la gente siempre elige mal, y estos que aparecen en la imagen tampoco eran la mejor opción. El mismo pueblo nos tiene hundidos.",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon primera vuelta vote señor recuerdo nombre catedrático colombia buen plan gobierno gente siempre elige mal aparecen imagen tampoco mejor opción mismo pueblo hundidos,,0
Meme_punisher,"@Interiano1Saul Avanza @FJimenezmingob, avanza @BArevalodeLeon y su hija Amanda https://t.co/6xREg76GnM",,"Interiano1Saul, FJimenezmingob, BArevalodeLeon",,avanza fjimenezmingob avanza barevalodeleon hija amanda,,0
dimb502,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon EXCELENTE PERIODISTA.,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon excelente periodista,,0
rusherpop1,"@JADieguez84 @BArevalodeLeon Empecemos a ver la reelección de nuestro presidente desde ya, porque está trabajando bien y el pueblo Manda lo queremos otros 4 años más 💯🇬🇹🇬🇹🇬🇹🇬🇹",,"JADieguez84, BArevalodeLeon",,barevalodeleon empecemos ver reelección presidente trabajando bien pueblo manda queremos años,💯 🇬🇹 🇬🇹 🇬🇹 🇬🇹,5
Chuza_Andrea,"@BArevalodeLeon Que buena foto !
Debe honrar el nombre de su padre , fue de los pocos buenos presidentes que ha tenido este país  .",,BArevalodeLeon,,barevalodeleon buena foto debe honrar nombre padre pocos buenos presidentes país,,0
SpartanJac77,"@eP_investiga @CongresoEficie1 Mientras que el Presidente @BArevalodeLeon  y La Vice Presidente @KarinHerreraVP  se redujeron el salario, los congresistas del partido @msemillagt ni un año llevan, y ya se quieren subir el sueldo. Mucho los podré apoyar, pero en esto NO señores. Menos deberían ganar. 0 aumento.",,"eP_investiga, CongresoEficie1, BArevalodeLeon, KarinHerreraVP, msemillagt",,ep investiga mientras presidente barevalodeleon vice presidente karinherreravp redujeron salario congresistas partido msemillagt año llevan quieren subir sueldo podré apoyar señores menos deberían ganar aumento,,0
Marc0rtiz,@WalteHermosilla @BArevalodeLeon Y saque a Joviel del magisterio.,,"WalteHermosilla, BArevalodeLeon",,waltehermosilla barevalodeleon saque joviel magisterio,,0
Hatecorruptos,"@BArevalodeLeon con la gente que lo está rodeando, tremendos alacranes qué tiene",,BArevalodeLeon,AMAZlNGNATURE,barevalodeleon gente rodeando tremendos alacranes,,0
AMAZlNGNATURE,Never knew Hyenas could be this gentle https://t.co/xzzoULNiRf,,,,never knew hyenas could be this gentle,,0
rusherpop1,"@BArevalodeLeon presidente estamos con usted por lo menos cada uno de nosotros representa a miles y usted está trabajando bien no es necesario sacar nuestras gentes a manifestar, todo lo contrario muy buen trabajo, espero siga trabajando por el metro en Guatemala, estoy pensando en reelección🇬🇹",,BArevalodeLeon,,barevalodeleon presidente usted menos cada representa miles usted trabajando bien necesario sacar gentes manifestar contrario buen trabajo espero siga trabajando metro guatemala pensando reelección,🇬🇹,1
VGA45941134,@GersonGudielCas @BArevalodeLeon Con un gran fraude electoral TSE coman MIERDA 💩,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon gran fraude electoral tse coman mierda,💩,1
68e33772d49743d,@TristeMico @VicenteCarrera_ @BArevalodeLeon @chatagira @UCLCGt @CNCguatemala @GuatemalaGob Ya no tienen mas q criticar que hasta los calcetines que se pone les da de que hablar.  Puras idioteces preguntan con ganas de crearle controversias al pres y sus ministros. Que bien que le cerraron el ocico de entrada,,"TristeMico, VicenteCarrera_, BArevalodeLeon, chatagira, UCLCGt, CNCguatemala, GuatemalaGob",,tristemico vicentecarrera barevalodeleon chatagira uclcgt cncguatemala guatemalagob mas q criticar calcetines pone da hablar puras idioteces preguntan ganas crearle controversias pres ministros bien cerraron ocico entrada,,0
edwadriperez,"@Sandra_JovelP @WarrenDavidson @Alex_balsells @Almagro_OEA2015 @arbencista1944 @BArevalodeLeon @ThelmaAldana @JSandoval1982 Sandra Tonel agradece a un extranjero por la defensa de la democracia.
Controversial porque ella es del Pacto de Corruptos que socava la democracia y el Estado de Derecho en Guatemala.",,"Sandra_JovelP, WarrenDavidson, Alex_balsells, Almagro_OEA2015, arbencista1944, BArevalodeLeon, ThelmaAldana, JSandoval1982",,sandra jovelp warrendavidson alex balsells almagro barevalodeleon thelmaaldana sandra tonel agradece extranjero defensa democracia controversial pacto corruptos socava democracia derecho guatemala,,0
oscarme75823402,"@EmisorasUnidas @BArevalodeLeon A hdp este, ambos serán juzgados x la historia. El primero ya ha sido juzgado el 2 esta siéndolo. Ambos malisisisimos.",,"EmisorasUnidas, BArevalodeLeon",,emisorasunidas barevalodeleon hdp ambos juzgados x historia primero sido juzgado siéndolo ambos malisisisimos,,0
pilotegra50,@VicenteCarrera_ @BArevalodeLeon @chatagira @UCLCGt @CNCguatemala @GuatemalaGob Me imagino que esta pseudo periodista investiga con el mismo escrutinio los casos en contra de Giamattei y toda su clica. Fumar!!!!!! Es en serio?!!!!!!!!!! Qué nivel de estupidez.,,"VicenteCarrera_, BArevalodeLeon, chatagira, UCLCGt, CNCguatemala, GuatemalaGob",,vicentecarrera barevalodeleon chatagira uclcgt cncguatemala guatemalagob imagino pseudo periodista investiga mismo escrutinio casos giamattei toda clica fumar serio nivel estupidez,,0
NikolazMora,"@blogcatarsis @BArevalodeLeon solo para eso sirve, para estar de espectador, el no está hecho para otra cosa, es un inútil, igual que sus asesores",,"blogcatarsis, BArevalodeLeon",,blogcatarsis barevalodeleon solo sirve espectador hecho cosa inútil igual asesores,,0
yuuupii1234,"@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Lo unico que tal vez no es, es corrupto. De lo contrario es un GRAN INUTIL. 
El presidente mas inepto que ha existido, no gobierna y el país se cae en pedazos",,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon unico tal vez corrupto contrario gran inutil presidente mas inepto existido gobierna país cae pedazos,,0
ericfer1603,"@__VaderTG @BArevalodeLeon Y este vader que nibmadre tiene ,solo la abuela bruja de el mp",,"__VaderTG, BArevalodeLeon",,vadertg barevalodeleon vader nibmadre solo abuela bruja mp,,0
JoshMizrahim,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Haha pareciera que un niño manejará esta cuenta https://t.co/ubWYzCVhRc,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon haha pareciera niño manejará cuenta,,0
AliasJJ48266282,"@BArevalodeLeon Grande le quedó la memoria de su padre.   Flores sobre la tumba de el, vergüenza sobre la gestión de su hijo",,BArevalodeLeon,,barevalodeleon grande quedó memoria padre flores tumba vergüenza gestión hijo,,0
ozaeta1331,"@BArevalodeLeon Ud no es pero ni la sombra de su padre, empezando por que el si era Guatemalteco",,BArevalodeLeon,,barevalodeleon ud sombra padre empezando si guatemalteco,,0
cc2024w_carlos,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Envidia te da que ni te conocen y nadie habla de vos y ni te sacan la madre aunque sea pero sos un don nadie igual que semilla que entraron a huevear mas al País y cagarse en todo,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon envidia da conocen nadie habla vos sacan madre aunque sos don nadie igual semilla entraron huevear mas país cagarse,,0
vmcastellanosg,@GersonGudielCas @BArevalodeLeon Estaríamos en la mierda … cualquiera de esos es nefasto .,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon mierda cualquiera nefasto,,0
Mnemosinegt,"@BArevalodeLeon Que belleza de imagen esa... yo creo en su trabajo Dr. Se q no la tienen fácil y solo alguien q ha estado en gobierno sabe lo difícil que es caminar entre chacales ... fuerza, madurez y sabiduría",,BArevalodeLeon,,barevalodeleon belleza imagen creo trabajo dr q fácil solo alguien q gobierno sabe difícil caminar chacales fuerza madurez sabiduría,,0
mikeraemond,"@BArevalodeLeon nos vale madr3s, mejor haz tu trabajo correcto, y no andas con mamadas de m1erda",,BArevalodeLeon,,barevalodeleon vale mejor haz trabajo correcto andas mamadas,,0
