Username,rawTweet,hashtags,mentions,fromUser,clean_tweet,emojis_str,emoji_count
Harol5665776575,Ojo @CNCguatemala @CongresoGuate @OJGuatemala @MPguatemala @GuatemalaGob @BArevalodeLeon @KarinHerreraVP @eP_investiga @VoxPopuliGuate @Sonny_Figueroa @CNNEE @Guatevision_tv @AztecaNoticiaGT @BancadaSemilla @dcuevas_gtv @CUCGuatemala @48_CantonesToto @usembassyguate @PAPXIGUA,,"CNCguatemala, CongresoGuate, OJGuatemala, MPguatemala, GuatemalaGob, BArevalodeLeon, KarinHerreraVP, eP_investiga, VoxPopuliGuate, Sonny_Figueroa, CNNEE, Guatevision_tv, AztecaNoticiaGT, BancadaSemilla, dcuevas_gtv, CUCGuatemala, 48_CantonesToto, usembassyguate, PAPXIGUA",Ricigt1,ojo cncguatemala congresoguate ojguatemala mpguatemala guatemalagob barevalodeleon karinherreravp ep investiga voxpopuliguate sonny figueroa cnnee guatevision tv aztecanoticiagt bancadasemilla dcuevas gtv cucguatemala cantonestoto usembassyguate papxigua,,0
Ricigt1,"🕵️‍♀️ Surge un vínculo preocupante entre Elvia Ester Velásquez Sagastume, comisionada de Sala de Apelaciones, y Mynor Moto, sancionado por #CorrupciónJudicial. Según @PrensaComunitar, Velásquez Sagastume actuó como referencia personal y comercial de Moto en la compra de un apartamento, mientras Moto busca una magistratura de Sala. 🏛️🔍

👉 https://t.co/NLXqzLPJOe",CorrupciónJudicial,PrensaComunitar,,surge vínculo preocupante elvia ester velásquez sagastume comisionada sala apelaciones mynor moto sancionado corrupciónjudicial según prensacomunitar velásquez sagastume actuó referencia personal comercial moto compra apartamento mientras moto busca magistratura sala,🕵️‍♀️ 🏛️ 🔍 👉,4
LemusRita,@ElOjoDelCerro @GersonGudielCas @BArevalodeLeon 100% de acuerdo con su comentario,,"ElOjoDelCerro, GersonGudielCas, BArevalodeLeon",,elojodelcerro gersongudielcas barevalodeleon acuerdo comentario,,0
robertorozcos,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Como cuando le preguntaron a Juan Gabriel si era gay.,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",,ubaldomacu barevalodeleon santipalomov mpguatemala preguntaron juan gabriel si gay,,0
ECarolina118,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala El empleado estatal debió haber contestado las preguntas!,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",,ubaldomacu barevalodeleon santipalomov mpguatemala empleado estatal debió haber contestado preguntas,,0
datanow101,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Pónganle cero, hay le mandarán su paga por lame huevo",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon pónganle cero mandarán paga lame huevo,,0
NikolazMora,"@BArevalodeLeon Ahorita, se ha de estar revolcando, en la tumba, viendo el parásito, que trajo al mundo, vividor, bueno para nada. Y marihuano solo para eso salío bueno",,BArevalodeLeon,,barevalodeleon ahorita revolcando tumba viendo parásito trajo mundo vividor bueno marihuano solo salío bueno,,0
Gus_pacheco10,"@BArevalodeLeon A honrar la memoria, a levantar este país, ejecuten hagan un cambio significativo!",,BArevalodeLeon,,barevalodeleon honrar memoria levantar país ejecuten hagan cambio significativo,,0
MikeCastillo62,@GersonGudielCas @BArevalodeLeon Naaaaaaa estos innombrables para nada 🤮🤮🤮🤮🤮🤮🤮🤮,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon naaaaaaa innombrables,🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮,8
churpioloco,"@drewzecena @BArevalodeLeon Este gobierno nació muerto, más con todos ustedes partida de mal abortos, no sé de que se quejan si solo para publicar en redes sirven",,"drewzecena, BArevalodeLeon",,drewzecena barevalodeleon gobierno nació muerto ustedes partida mal abortos sé quejan si solo publicar redes sirven,,0
estrada_alena,"@GersonGudielCas @BArevalodeLeon Sin duda no sabe gobernar demostrado en un periodo corto debería renunciar le quedó grande Guatemala, solo pensando en Consuelo se mantiene",,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon duda sabe gobernar demostrado periodo corto debería renunciar quedó grande guatemala solo pensando consuelo mantiene,,0
vald22283,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon A ese hueco no le gusta el fútbol,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon hueco gusta fútbol,,0
RickMillionare,@UbaldoMacu @BArevalodeLeon @santipalomov @MPguatemala Jajajajaja jajaja jajaja deja de fumar churrus de mierda,,"UbaldoMacu, BArevalodeLeon, santipalomov, MPguatemala",,ubaldomacu barevalodeleon santipalomov mpguatemala jajajajaja jajaja jajaja deja fumar churrus mierda,,0
vald22283,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Que ganas de sacarle la madre a ese viejo mierda,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon ganas sacarle madre viejo mierda,,0
OP_OcultoMejor,@GersonGudielCas @BArevalodeLeon Lo excluían de los “debates” y aún así se les dio en su cara!,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon excluían debates aún así dio cara,,0
Germanzzo,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon Vos ""mangú"" tu puta madre! Sos el cholero # 3 de los semilleros. Si no sabes cual es la función de un buen periodista, mejor hace shoooo, @santipalomov no sabe nada de comunicación, mas que presentar noticias. Hoy hasta un ignorante y pagado como vos, señala a un comunicador.",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon, santipalomov",,ubaldomacu mpguatemala santipalomov barevalodeleon vos mangú puta madre sos cholero semilleros si sabes función buen periodista mejor hace shoooo santipalomov sabe comunicación mas presentar noticias hoy ignorante pagado vos señala comunicador,,0
marileosb,@MineducGT @chatagira @GuatemalaGob @BArevalodeLeon 👏👏👏,,"MineducGT, chatagira, GuatemalaGob, BArevalodeLeon",,mineducgt chatagira guatemalagob barevalodeleon,👏 👏 👏,3
chesaregram,@BArevalodeLeon Aaaashombre ponete a hacer algo mejor aguambado cerote los corruptos bien organizados y vos viviendo del recuerdo de lo que hizo tu viejo saca fibra hombre inutil,,BArevalodeLeon,,barevalodeleon aaaashombre ponete hacer mejor aguambado cerote corruptos bien organizados vos viviendo recuerdo hizo viejo saca fibra hombre inutil,,0
Nando_Oz10,@BArevalodeLeon La cantidad de lamebotas de politos en los comentarios😶😶🤣,,BArevalodeLeon,,barevalodeleon cantidad lamebotas politos comentarios,😶 😶 🤣,3
perquerin,"@BArevalodeLeon Sin duda un ciudadano ejemplar, digno de ser imitado. Tremendo reto el tuyo de igualarlo",,BArevalodeLeon,,barevalodeleon duda ciudadano ejemplar digno ser imitado tremendo reto igualarlo,,0
ElOjoDelCerro,"@Quetzaluman @GersonGudielCas @BArevalodeLeon Correcto, el Voto Nulo fue el verdadero ganador de las elecciones pasadas. Lástima que el país no haya tenido la madurez de reconocerlo.",,"Quetzaluman, GersonGudielCas, BArevalodeLeon",,quetzaluman gersongudielcas barevalodeleon correcto voto nulo verdadero ganador elecciones pasadas lástima país madurez reconocerlo,,0
CsarAlv28780505,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon No seas PENDEJO... es una PREGUNTA TONTA... pero una respuesta aún más PENDEJA... por favor mucha... SENSATEZ... ya lo de besar fundillos es más que notorio...,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon pendejo pregunta tonta respuesta aún pendeja favor mucha sensatez besar fundillos notorio,,0
Car_Pin_,"@vichoguate QUE BUENO QUE NINGUNA ENFERMERA, MEDICO, NI USUARIO O TRANSEUNTE. MUCHO MENOS UN MENOR DE EDAD FUE BALACEADO. @BArevalodeLeon Y @FJimenezmingob SON UNA PORQUERIA. INUTILES.",,"vichoguate, BArevalodeLeon, FJimenezmingob",,vichoguate bueno ninguna enfermera medico usuario transeunte menos menor edad balaceado barevalodeleon fjimenezmingob porqueria inutiles,,0
Thinker908,@frankguerragt @BArevalodeLeon Ya laminero que la Sandra no te todavía hasta la quincena te debe,,"frankguerragt, BArevalodeLeon",,frankguerragt barevalodeleon laminero sandra todavía quincena debe,,0
ElOjoDelCerro,"Sandra no me convence, pero reconozco que la UNE es el partido mejor estructurado que tiene el país, es decir, la gobernabilidad quizás estuviese mejor (aunque corruptos, claro), Manuel Conde era la extensión de Miguelito, sin comentarios, A. Castillo de Viva jamás lo consideré uno de mis candidatos, pero quizás lo hubiese preferido a Arévalo en segunda vuelta, por lo menos no estaríamos preocupados de temas de Agenda 2030, Mulet era como el ""proyecto"" que promovía el establishment, pienso que los apoyos que tenía (desde el extranjero) no eran muy lejanos a los de Bernardo Arévalo. Quizás sería una mezcla entre Arévalo y Giammattei.",,"GersonGudielCas, BArevalodeLeon",,sandra convence reconozco une partido mejor estructurado país decir gobernabilidad quizás mejor aunque corruptos claro manuel conde extensión miguelito comentarios castillo viva jamás consideré candidatos quizás preferido arévalo segunda vuelta menos preocupados temas agenda mulet proyecto promovía establishment pienso apoyos extranjero lejanos bernardo arévalo quizás mezcla arévalo giammattei,,0
Corleone_62,@aliaslajose @jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna El puyo está en cárcel vip y eso es mucho para un delincuente,,"aliaslajose, jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,aliaslajose jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna puyo cárcel vip delincuente,,0
Sacarmandoedgar,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Solo mala suerte le dio a la selección,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon solo mala suerte dio selección,,0
RicardoLea22866,"@BArevalodeLeon NO DESHONRE LA MEMORIA DE ESE
GRAN CHAPIN MI PRESI EN USTEDES CONFIAMOS",,BArevalodeLeon,,barevalodeleon deshonre memoria gran chapin presi ustedes confiamos,,0
critica_al100,"@BArevalodeLeon Presidente brille por usted mismo sea un estadista, de recuerdos pasados no se vive, deje su lios ilusos con el MP,  la retórica de pactos de corruptos, trabaje haga gobierno todavía puede encausar el barco, o el tiempo le pasara la factura.",,BArevalodeLeon,,barevalodeleon presidente brille usted mismo estadista recuerdos pasados vive deje lios ilusos mp retórica pactos corruptos trabaje haga gobierno todavía puede encausar barco tiempo pasara factura,,0
marmend71,@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon El net del gobierno atacando periodistas,,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon net gobierno atacando periodistas,,0
DiariodeCA,"#EnElPaísDCA | El presidente @BArevalodeLeon conmemora el natalicio de su padre,  Juan José Arévalo Bermejo.

✍️🏻Redacción Web",EnElPaísDCA,BArevalodeLeon,BArevalodeLeon,enelpaísdca presidente barevalodeleon conmemora natalicio padre juan josé arévalo bermejo redacción web,✍️ 🏻,2
chepechapin58,"@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna 🤦🏻‍♂️
Descarado el Puyo Zamora Anzueto… https://t.co/CbA5td9OWR",,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna descarado puyo zamora anzueto,🤦🏻‍♂️,1
CobreJacinto,@GersonGudielCas @BArevalodeLeon Mucho mejor Arevalo? Salio igual o más ladrón que Giammattei! Después de 9 meses ya se acabaron los argumentos,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon mejor arevalo salio igual ladrón giammattei después meses acabaron argumentos,,0
GCarlosII,@BArevalodeLeon Y uno de los mejores presidentes de Guatemala.,,BArevalodeLeon,,barevalodeleon mejores presidentes guatemala,,0
EliMarios_,@BArevalodeLeon Haga historia como su padre presidente.,,BArevalodeLeon,,barevalodeleon haga historia padre presidente,,0
LorenaVela35486,@BArevalodeLeon Como decía mi papá “que viva Arévalo” y yo lo repito,,BArevalodeLeon,,barevalodeleon decía papá viva arévalo repito,,0
antonio36114,@VicenteCarrera_ @DrGiammattei @jimmymoralesgt @ottoperezmolina @UCLCGt @BArevalodeLeon Esperate un tiempito mas,,"VicenteCarrera_, DrGiammattei, jimmymoralesgt, ottoperezmolina, UCLCGt, BArevalodeLeon",,vicentecarrera drgiammattei jimmymoralesgt ottoperezmolina uclcgt barevalodeleon esperate tiempito mas,,0
marvinrlc,"@BArevalodeLeon Lastima que el inepto del hijo no trató de superarlo. Si el volviera a revivir, moriría en ese instante al ver lo corrupto del hijo",,BArevalodeLeon,,barevalodeleon lastima inepto hijo trató superarlo si volviera revivir moriría instante ver corrupto hijo,,0
JuanAnibal47041,@GersonGudielCas @BArevalodeLeon No estaríamos mejor pero tampoco como estamos,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon mejor tampoco,,0
yos0ydanieloff,@UbaldoMacu @BArevalodeLeon P vta esto si es descaro jajajaja ya queriendo justificar a un presidente que se echa un puro …! Esto ya roza el cinismo total . Es ser 3stup1d0 nivel Dios.,,"UbaldoMacu, BArevalodeLeon",,ubaldomacu barevalodeleon p vta si descaro jajajaja queriendo justificar presidente echa puro roza cinismo total ser nivel dios,,0
AsodeguaONG,@GersonGudielCas @BArevalodeLeon POR SUPUESTO QUE SI !!!! Cualquier otro u otra sería mucho mejor que esta bestia buena para nada que por el momento está ahí sentado.,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon supuesto si cualquier u mejor bestia buena momento ahí sentado,,0
Yatomax99,@GersonGudielCas @BArevalodeLeon Y donde Zury? Jajajaja,,"GersonGudielCas, BArevalodeLeon",,gersongudielcas barevalodeleon zury jajajaja,,0
edwadriperez,"@RRobertoVillate @BArevalodeLeon @Alex_balsells @arbencista1944 @JLFont001 Roberto Villate ha de estar en desgracia económica y moral para aceptar el chance de netcentero del Pacto de Corruptos.
Ha caído tan bajo ese político corrupto, marrullero y cizañudo.
Cuánto le robaste al Estado ?",,"RRobertoVillate, BArevalodeLeon, Alex_balsells, arbencista1944, JLFont001",,rrobertovillate barevalodeleon alex balsells roberto villate desgracia económica moral aceptar chance netcentero pacto corruptos caído tan bajo político corrupto marrullero cizañudo cuánto robaste,,0
LDomilto,@UbaldoMacu @BArevalodeLeon @GuatemalaGob 🤣🤣🤣Los trabajos los deja hecho el defacto giamatei y ahora resulta que el uruguayo 🐀 esta trabajando🤣🤣🤣le creeré dentro de 3 años que termina una obra como la mega obra km44 Palín Escuintla mientras son obras de gobiernos anteriores en 9 meses solo destrucción a causado🤣 https://t.co/DmYxjNYUmw,,"UbaldoMacu, BArevalodeLeon, GuatemalaGob",,ubaldomacu barevalodeleon guatemalagob trabajos deja hecho defacto giamatei ahora resulta uruguayo trabajando creeré dentro años termina obra mega obra palín escuintla mientras obras gobiernos anteriores meses solo destrucción causado,🤣 🤣 🤣 🐀 🤣 🤣 🤣 🤣,8
enriquegw8,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon buena palolmo, esta ya se quito la masacara, con todo y sin piedad fuerte y firme a esta infiltrada del pacto de corrutpos",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon buena palolmo quito masacara piedad fuerte firme infiltrada pacto corrutpos,,0
Chofogts,@LecterGT_ @RaulFalla31 @RMendezRuiz @__VaderTG @BArevalodeLeon URGENTE POCO A POCO EL FAUDE VA SALIENDO A LA LUZ URGENTE,,"LecterGT_, RaulFalla31, RMendezRuiz, __VaderTG, BArevalodeLeon",,lectergt rmendezruiz vadertg barevalodeleon urgente faude va saliendo luz urgente,,0
alex8084475921,"@UbaldoMacu @MPguatemala @santipalomov @BArevalodeLeon A ustedes hijos de p*** no se les puede cuestionar en nada 
Chinguen a su madre mejor",,"UbaldoMacu, MPguatemala, santipalomov, BArevalodeLeon",,ubaldomacu mpguatemala santipalomov barevalodeleon ustedes hijos p puede cuestionar chinguen madre mejor,,0
Ronald6293,@BArevalodeLeon Digno hijo de su padre... https://t.co/K0Lu28QmGH,,BArevalodeLeon,,barevalodeleon digno hijo padre,,0
chicasramirezr,"@ManuelHern30456 @FJimenezmingob @mingobguate @BArevalodeLeon vamos a tener la necesidad de todos reunirnos e irlo a echar, ya es inconcebible esto.",,"ManuelHern30456, FJimenezmingob, mingobguate, BArevalodeLeon",,fjimenezmingob mingobguate barevalodeleon vamos tener necesidad reunirnos irlo echar inconcebible,,0
HumbertoAg76531,"@BArevalodeLeon Yo creo que le esta quedando grande el saco, y esta tomando el rumbo equivocado, todo su gabinete es una porquería manada e ladrones y corruptos aprovechados.",,BArevalodeLeon,,barevalodeleon creo quedando grande saco tomando rumbo equivocado gabinete porquería manada ladrones corruptos aprovechados,,0
coka_fig,@jczamora @UNHumanRights @UN_SPExperts @CIDH @RELE_CIDH @PVacaV @volker_turk @BArevalodeLeon @pressfreedom @RSF_inter @caoilfhionnanna Bien torturado El pobre https://t.co/4U96blP5p5,,"jczamora, UNHumanRights, UN_SPExperts, CIDH, RELE_CIDH, PVacaV, volker_turk, BArevalodeLeon, pressfreedom, RSF_inter, caoilfhionnanna",,jczamora unhumanrights spexperts cidh rele cidh pvacav volker turk barevalodeleon pressfreedom rsf inter caoilfhionnanna bien torturado pobre,,0
